No	カードパック	職業	種類	カード名1		カード名2	カード名3	コスト	攻撃力	体力	系統	画像	レア度	シンクロ	熟練度	ダンジョン	おうえん	スキルリンク	占い	パワフルバッジ	BET	絶好調	必殺技	メタルボディ
577	08_カジノ	魔法使い	特技	【スラフォース】	【スラフォース	スラフォース	スラフォース	9					2											
578	11_英雄たちの凱旋	商人	ユニット	【スラリンガル】	【スラリンガル	スラリンガル	スラリンガル	7	4	4	物質		3											
579	08_カジノ	共通	ユニット	【スロットマジーン】	【スロットマジーン	スロットマジーン	スロットマジーン	5	1	7	物質		0								a			
580	01スタンダード	商人	武器	【せいぎのそろばん】	【せいぎのそろばん	せいぎのそろばん	せいぎのそろばん	6	2	4			2											
581	01スタンダード	武闘家	特技	【せいけん突き】	【せいけん突き	せいけん突き	せいけん突き	2					2											
582	04もりもり	武闘家	特技	【せいけん爆撃】	【せいけん爆撃	せいけん爆撃	せいけん爆撃	3					2											
583	05_勇気の英雄譚	僧侶	特技	【せいれいのうた】	【せいれいのうた	せいれいのうた	せいれいのうた	9					1											
584	11_英雄たちの凱旋	盗賊	ユニット	【セイレーンゴースト】	【セイレーンゴースト	セイレーンゴースト	セイレーンゴースト	5	3	5	物質		2											
585	08_カジノ	占い師	ユニット	【セージももんじゃ】	【セージももんじゃ	セージももんじゃ	セージももんじゃ	3	2	2			0											
586	02力の咆哮	僧侶	ユニット	【セーニャ】	【セーニャ	セーニャ	セーニャ	9	3	6	冒険者		3											
587	08_カジノ	魔剣士	特技(トークン)	【せかいじゅのは】	【せかいじゅのは	せかいじゅのは	せかいじゅのは	4					1											
588	00ベーシック	魔法使い	特技	【セクシービーム】	【セクシービーム	セクシービーム	セクシービーム	3					1											
589	13_星降りの決戦	共通	ユニット(トークン)	【せつげんりゅう】	【せつげんりゅう	せつげんりゅう	せつげんりゅう	3	6	5	ドラゴン		0											
590	12_そして伝説は	僧侶	ユニット	【セティア】	【セティア	セティア	セティア	3	2	3	冒険者		3											
591	11_英雄たちの凱旋	占い師	ユニット	【セニカ】	【セニカ	セニカ	セニカ	5	4	5	冒険者		3											
592	05_勇気の英雄譚	共通	ユニット	【せみもぐら】	【せみもぐら	せみもぐら	せみもぐら	0	0	1			0											
593	08_カジノ	僧侶	ユニット	【セラフィ】	【セラフィ	セラフィ	セラフィ	5	2	3	冒険者		3											
594	11_英雄たちの凱旋	魔剣士	ユニット	【セルゲイナス】	【セルゲイナス	セルゲイナス	セルゲイナス	5	4	6	あくま		2											
595	01スタンダード	魔剣士	ユニット	【ゼルドラド】	【ゼルドラド	ゼルドラド	ゼルドラド	10	7	7	魔王		3											
596	12_そして伝説は	魔法使い	ユニット	【セレシア】	【セレシア	セレシア	セレシア	4	3	4			3											
597	09_再会と誓い	占い師	ユニット	【セレン】	【セレン	セレン	セレン	5	3	2	冒険者		3											
598	05_勇気の英雄譚	武闘家	特技	【せんとうからはずす】	【せんとうからはずす	せんとうからはずす	せんとうからはずす	1					1											
599	03不死鳥	魔剣士	特技	【ソウルイーター】	【ソウルイーター	ソウルイーター	ソウルイーター	2					1											
600	07_光と闇の	共通	ユニット	【ソードイド】	【ソードイド	ソードイド	ソードイド	7	5	6	ゾンビ		1											
601	06_小さな希望の	商人	ユニット	【ソードファントム】	【ソードファントム	ソードファントム	ソードファントム	2	2	2	ゾンビ		1	a										
602	01スタンダード	共通	ユニット	【ゾーマ】	【ゾーマ	ゾーマ	ゾーマ	9	10	10	魔王		3											
603	07_光と闇の	占い師	特技	【ゾディアックコード】	【ゾディアックコード	ゾディアックコード	ゾディアックコード	6					1										a	
604	04もりもり	占い師	ユニット	【ソルジャーブル】	【ソルジャーブル	ソルジャーブル	ソルジャーブル	4	3	5			1							a				
605	04もりもり	戦士	ユニット	【ゾンビマスター】	【ゾンビマスター	ゾンビマスター	ゾンビマスター	4	5	4	あくま		1											
606	13_星降りの決戦	共通	特技(トークン)	【ゾンビ系のたまご】	【ゾンビ系のたまご	ゾンビ系のたまご	ゾンビ系のたまご	0					0											
607	13_星降りの決戦	共通	特技(トークン)	【???のたまご】	【???のたまご	???のたまご	ゾンビ系のたまご1	0					0											
608	04もりもり	魔法使い	ユニット	【ダークキング】	【ダークキング	ダークキング	ダークキング	8	6	6	スライム		3											
609	05_勇気の英雄譚	共通	ユニット	【ダークスライム】	【ダークスライム	ダークスライム	ダークスライム	1	1	2	スライム		0											
610	03不死鳥	占い師	ユニット	【ダークデーブル】	【ダークデーブル	ダークデーブル	ダークデーブル	6	5	6			2											
611	03不死鳥	共通	ユニット	【ダークドレアム】	【ダークドレアム	ダークドレアム	ダークドレアム	20	12	12	魔王		3											
612	11_英雄たちの凱旋	共通	ユニット	【ダークプラネット】	【ダークプラネット	ダークプラネット	ダークプラネット	2	3	2	物質		1											
613	08_カジノ	共通	ユニット	【ダークペルシャ】	【ダークペルシャ	ダークペルシャ	ダークペルシャ	3	3	2			2								a			
614	12_そして伝説は	共通	ユニット	【ダークホーン】	【ダークホーン	ダークホーン	ダークホーン	4	3	4			1											
615	12_そして伝説は	共通	ユニット	【ダークホビット】	【ダークホビット	ダークホビット	ダークホビット	2	2	3			0		a									
616	01スタンダード	魔剣士	特技	【ダークマター】	【ダークマター	ダークマター	ダークマター	9					2											
617	08_カジノ	魔剣士	ユニット	【ダークモーモン】	【ダークモーモン	ダークモーモン	ダークモーモン	5	4	5	あくま		0								a			
618	02力の咆哮	戦士	ユニット	【ダークランサー】	【ダークランサー	ダークランサー	ダークランサー	6	5	6	スライム		2											
619	05_勇気の英雄譚	占い師	ユニット(トークン)	【ダースドラゴン】	【ダースドラゴン	ダースドラゴン	ダースドラゴン	7	7	7	ドラゴン		1											
620	01スタンダード	武闘家	ユニット	【ダーティラビッツ】	【ダーティラビッツ	ダーティラビッツ	ダーティラビッツ	6	2	6			1											
621	13_星降りの決戦	占い師	ユニット	【ターニア】	【ターニア	ターニア	ターニア	2	1	2	冒険者		3											
622	12_そして伝説は	占い師	ユニット	【ダーマの神官フォズ】	【ダーマの神官フォズ	ダーマの神官フォズ	ダーマの神官フォズ	2	2	2	冒険者		3		a									
623	12_そして伝説は	共通	建物(トークン)	【ダーマの神殿】	【ダーマの神殿	ダーマの神殿	ダーマの神殿	1		5	建物		2											
624	08_カジノ	共通	ユニット	【だいおうイカ】	【だいおうイカ	だいおうイカ	だいおうイカ	3	3	2			1											
625	01スタンダード	武闘家	ユニット	【だいおうキッズ】	【だいおうキッズ	だいおうキッズ	だいおうキッズ	3	4	3			1											
626	01スタンダード	武闘家	特技	【タイガークロー】	【タイガークロー	タイガークロー	タイガークロー	2					1											
627	08_カジノ	共通	ユニット	【タイガーランス】	【タイガーランス	タイガーランス	タイガーランス	2	3	3			1											
628	13_星降りの決戦	共通	ユニット	【タイジュの精霊わたぼう】	【タイジュの精霊わたぼう	タイジュの精霊わたぼう	タイジュの精霊わたぼう	3	3	2			3											
629	01スタンダード	占い師	ユニット	【ダイス・ド・デビル】	【ダイス・ド・デビル	ダイス・ド・デビル	ダイス・ド・デビル	6	4	4			2						a					
630	09_再会と誓い	商人	ユニット	【タイプG】	【タイプG	タイプG	タイプG	2	1	1	物質		2											
631	04もりもり	占い師	ユニット	【だいまどう】	【だいまどう	だいまどう	だいまどう	5	4	6	あくま		2											
632	04もりもり	商人	ユニット	【ダイヤモンドスライム】	【ダイヤモンドスライム	ダイヤモンドスライム	ダイヤモンドスライム	7	5	5	スライム		3											
633	03不死鳥	商人	特技	【たからのにおい】	【たからのにおい	たからのにおい	たからのにおい	2					1											
634	01スタンダード	共通	ユニット	【たけやりへい】	【たけやりへい	たけやりへい	たけやりへい	2	2	2	物質		0											
635	13_星降りの決戦	共通	ユニット(トークン)	【たこつぼこぞう】	【たこつぼこぞう	たこつぼこぞう	たこつぼこぞう	1	1	2	あくま		0											
636	01スタンダード	商人	ユニット	【タコメット】	【タコメット	タコメット	タコメット	7	3	3			0											
637	12_そして伝説は	戦士	ユニット	【たこやり兵】	【たこやり兵	たこやり兵	たこやり兵	1	1	2			1				a							
638	03不死鳥	共通	ユニット	【ダゴン】	【ダゴン	ダゴン	ダゴン	7	3	8			0											
639	12_そして伝説は	盗賊	ユニット	【ダストン】	【ダストン	ダストン	ダストン	8	5	4	冒険者		3											
640	02力の咆哮	商人	特技	【たたかいのドラム】	【たたかいのドラム	たたかいのドラム	たたかいのドラム	7					2											
641	01スタンダード	魔剣士	ユニット	【タタリ御前】	【タタリ御前	タタリ御前	タタリ御前	6	5	5	ゾンビ		1											
642	03不死鳥	魔剣士	ユニット	【ダックカイト】	【ダックカイト	ダックカイト	ダックカイト	2	3	4			1											
643	04もりもり	僧侶	ユニット	【ダックスビル】	【ダックスビル	ダックスビル	ダックスビル	3	3	3			1							a				
